,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
1822,30047,"My 2017 Tax Return has still not been been ""received"" or entered into CRA computer system when I had to pay over $15K in taxes which I promptly did by the April 30th deadline.",Q2,7/17/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,University graduate,55 to 64,English,Retired,"$80,000 to under $100,000",No,No,Yes,Desktop or laptop computer,4.0,0.3353999853134155,"find, tax, receive, return, mail, say, need, log, year, process","['tax', 'return', 'receive', 'entered', 'computer', 'system', 'pay', '15k', 'taxis', 'promptly', 'april_30th', 'deadline']",8.0,0.0
1823,30051,It is hard to find the info.  Revenue is very slow to process.,Q2,7/17/2018,Benefits and tax credits information,Once every 2 to 3 months,Very dissatisfied,,No,Prefer not to say,Prefer not to say,University graduate,Prefer not to say,English,Working full-time (35+ hours per week),Prefer not to say,No,Yes,No,Desktop or laptop computer,4.0,0.35429999232292175,"find, tax, receive, return, mail, say, need, log, year, process","['hard', 'find', 'information', 'revenue', 'slow', 'process']",3.0,1.0
1824,30063,I'm registered for online mail and I have to wait on a physical letter for my OTB,Q2,7/17/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Yes,Smartphone,2.0,0.3871000111103058,"want, site, help, letter, agent, line, difficult, response, make, direct","['register', 'online', 'mail', 'wait', 'physical', 'letter', 'orb']",6.0,10.0
1825,30108,i received a payment and i don't know what it was for GST or whatever else. As far as i know i do n't qualify for GST so i don't know why received money,Q2,7/17/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,Some high school,35 to 49,English,Working part-time (less than 35 hours per week),"Under $20,000",No,No,No,Desktop or laptop computer,0.0,0.37770000100135803,"update, able, email, check, answer, ask, know, understand, message, like","['receive', 'payment', 'know', 'gst', 'far', 'know', 'qualify', 'gst', 'know', 'receive', 'money']",10.0,3.0
1826,30112,"While logging in there were ""timeout"", ""site unavailable"" errors?",Q2,7/17/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,55 to 64,English,Retired,"$120,000 and over",No,No,No,Desktop or laptop computer,2.0,0.4408999979496002,"want, site, help, letter, agent, line, difficult, response, make, direct","['log', 'timeout', 'site', 'unavailable', 'error']",6.0,8.0
1827,30113,"I am waiting to hear back for 2017 and 2016 and have been waiting awhile,, I love the website, but just dissatisfied with length of time it is taking to get results back.",Q2,7/17/2018,Submit documents,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,University graduate,18 to 34,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,6.0,0.36390000581741333,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'hear', 'wait', 'awhile', 'love', 'website', 'dissatisfy', 'length_time', 'taking', 'result']",10.0,1.0
1828,30145,I was looking for a specific payment that was made but it is not itemised.,Q2,7/17/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,College/vocational/technical school,50 to 54,English,Self-employed,"$80,000 to under $100,000",No,No,Yes,Desktop or laptop computer,6.0,0.5435000061988831,"information, payment, pay, look, wait, tell, get, balance, owe, show","['look', 'specific', 'payment', 'itemise']",3.0,5.0
1829,30148,"Looking for a payment (cheque cashed 3 weeks ago approx still not showing as a credit, still being charged interest why?",Q2,7/17/2018,Tax returns,Once or twice per year,Very dissatisfied,,Prefer not to say,Male,Ontario,Prefer not to say,50 to 54,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.6302000284194946,"information, payment, pay, look, wait, tell, get, balance, owe, show","['look', 'payment', 'cheque', 'cash', 'weeks_ago', 'approx', 'show', 'credit', 'charged_interest']",0.0,8.0
1830,30177,could not find banking information or where to go to update banking information,Q2,7/17/2018,Other,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,65 or older,French,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.5892999768257141,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'banking', 'information', 'update', 'banking', 'information']",0.0,1.0
1831,30195,"I submitted documents a few weeks ago, but haven't heard anything back yet.  I wanted to make sure I submitted properly, but there's no way of finding out.",Q2,7/17/2018,Other,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Alberta,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,1.0,0.4429999887943268,"change, try, date, online, month, document, send, submit, credit, file","['submit', 'document', 'weeks_ago', 'hear', 'want', 'sure', 'submit', 'properly', 'way', 'find']",3.0,5.0
1832,30198,I was not able to get the information I was seeking which I believe should be available,Q2,7/17/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,Some university,35 to 49,English,Other,"Under $20,000",No,Yes,No,Desktop or laptop computer,0.0,0.35420000553131104,"update, able, email, check, answer, ask, know, understand, message, like","['able', 'information', 'seek', 'believe', 'available']",0.0,8.0
1833,30203,Taxes still being processed. 4 months have passed since i submitted my income tax return. 4 months in this day and age? ??,Q2,7/17/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,College/vocational/technical school,55 to 64,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Tablet,1.0,0.37439998984336853,"change, try, date, online, month, document, send, submit, credit, file","['taxis', 'process', 'month', 'pass', 'submit', 'income', 'tax', 'return', 'month', 'day', 'age']",5.0,3.0
1834,30260,I’ve been waiting for a reassessment since March 4. The website says it takes two weeks if submitted electronically.,Q2,7/18/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Saskatchewan,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,Yes,No,Smartphone,3.0,0.21250000596046448,"time, available, reassessment, login, never, option, service, take, long, taxis","['wait', 'reassessment', 'march', 'website', 'say', 'take', 'week', 'submit', 'electronically']",8.0,3.0
1835,30265,Information on statuses are uselessly vague,Q2,7/18/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,Alberta,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,Yes,No,Smartphone,6.0,0.5430999994277954,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'status', 'uselessly', 'vague']",3.0,1.0
1836,30289,After waiting since April for my refund I should be able to find out what is holding this up.  Your information is incomplete.,Q2,7/18/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Prefer not to say,Prefer not to say,Post-graduate degree,55 to 64,English,Working full-time (35+ hours per week),Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Tablet,6.0,0.2361000031232834,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'april', 'refund', 'able', 'find', 'hold', 'information', 'incomplete']",0.0,3.0
1837,30321,"There is no updates to my income tax return when I call in for info, the automated response says my return has ""not been processed"" yet online it says being processed. It's been over 20 weeks!!!!!!",Q2,7/18/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.4912000000476837,"find, tax, receive, return, mail, say, need, log, year, process","['updates', 'income', 'tax', 'return', 'information', 'automate', 'response', 'say', 'return', 'process', 'online', 'say', 'process', 'week']",3.0,6.0
1838,30338,I sent i documents required over 5 months ago and I still have not received a reply,Q2,7/18/2018,Other,Once per month or more,Very dissatisfied,,Yes,Female,Newfoundland and Labrador,Some university,55 to 64,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,4.0,0.446399986743927,"find, tax, receive, return, mail, say, need, log, year, process","['send', 'document', 'require', 'months_ago', 'receive', 'reply']",6.0,5.0
1839,30341,How hard it is to get my account situation figured out.  Single moms sure do get picked on with benefits,Q2,7/18/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Saskatchewan,High school graduate,18 to 34,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,1.0,0.5432999730110168,"change, try, date, online, month, document, send, submit, credit, file","['hard', 'account', 'situation', 'figure', 'single', 'mod', 'sure', 'pick', 'benefit']",3.0,0.0
1840,30378,There was no indication that a correction had been filed for my 2017 return,Q2,7/18/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,Ontario,Post-graduate degree,65 or older,English,Retired,"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.22499999403953552,"find, tax, receive, return, mail, say, need, log, year, process","['indication', 'correction', 'file', 'return']",6.0,8.0
1841,30386,There was nowhere to report a suspicious phone call. I clicked on a link which had info. I did not understand.,Q2,7/18/2018,Other,Once or twice per year,Very dissatisfied,,No,Female,Manitoba,University graduate,65 or older,English,Retired,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,3.0,0.16259999573230743,"time, available, reassessment, login, never, option, service, take, long, taxis","['report', 'suspicious', 'phone', 'click', 'link', 'information', 'understand']",8.0,10.0
1842,30396,"The CRA website is confusing and difficult to navigate. If traffic is being pushed here, I strongly suggest CRA work with a UX designers to improve the website.",Q2,7/18/2018,Your personal information,Once every 2 to 3 months,Very dissatisfied,,Yes,Female,British Columbia,University graduate,35 to 49,English,Self-employed,"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,1.0,0.5156999826431274,"change, try, date, online, month, document, send, submit, credit, file","['website', 'confuse', 'difficult_navigate', 'traffic', 'push', 'strongly', 'suggest', 'work', 'designer', 'improve', 'website']",10.0,3.0
1843,30420,...,Q2,7/18/2018,Prefer not to say,,Very dissatisfied,,No,Male,New Brunswick,University graduate,35 to 49,Other,Self-employed,"$20,000 to under $40,000",No,No,Yes,Desktop or laptop computer,0.0,0.125,"update, able, email, check, answer, ask, know, understand, message, like",[],1.0,2.0
1844,30421,"I could not find out what stage my assessment is at, or why I have heard nothing since submitting my return in April.",Q2,7/18/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Yes,Female,Ontario,Post-graduate degree,65 or older,English,Retired,"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.5633000135421753,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'stage', 'assessment', 'hear', 'submit', 'return', 'april']",3.0,10.0
1845,30428,Still waiting for my 2016 and 2017 tax returns to be assessed.,Q2,7/18/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,Post-graduate degree,55 to 64,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Tablet,4.0,0.42500001192092896,"find, tax, receive, return, mail, say, need, log, year, process","['wait', 'tax', 'return', 'ask']",8.0,0.0
1846,30433,Can’t get proof of income to print,Q2,7/18/2018,"Proof of income statement (option ""C"" print)",This was my first visit,Very dissatisfied,"Sign-in Partner (i.e. the same sign-in you use for other online services, e.g. online banking)",No,Female,Newfoundland and Labrador,High school graduate,55 to 64,English,Other,"$20,000 to under $40,000",No,Yes,No,Smartphone,4.0,0.37540000677108765,"find, tax, receive, return, mail, say, need, log, year, process","['proof_income', 'print']",1.0,2.0
1847,30440,the system is slow and always kicks me out and since i never remember my username/password it is very inconvenient. I often get the please try again later message,Q2,7/18/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Female,Prefer not to say,Prefer not to say,50 to 54,English,Prefer not to say,Prefer not to say,No,No,No,Prefer not to say,2.0,0.2159000039100647,"want, site, help, letter, agent, line, difficult, response, make, direct","['system', 'slow', 'kick', 'never', 'member', 'username_password', 'inconvenient', 'try_later', 'message']",5.0,8.0
1848,30441,"I am required to fill out a form for my CCB that does not apply to me. I have been a citizen of Canada for 29 years, but need to fill out a form for new citizens.",Q2,7/18/2018,Submit documents,Once every 2 to 3 months,Very dissatisfied,,Yes,Prefer not to say,Ontario,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,No,Desktop or laptop computer,4.0,0.6266000270843506,"find, tax, receive, return, mail, say, need, log, year, process","['require', 'fill', 'form', 'canada_child_benefit', 'apply', 'citizen', 'canada', 'year', 'need', 'fill', 'form', 'new', 'citizen']",6.0,0.0
1849,30445,"Return ""In progress"" for 4 months with no info about timelines etc.",Q2,7/18/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Male,Ontario,Post-graduate degree,18 to 34,English,A student attending school full-time,"$40,000 to under $60,000",Prefer not to say,No,Prefer not to say,Desktop or laptop computer,3.0,0.303600013256073,"time, available, reassessment, login, never, option, service, take, long, taxis","['return', 'progress', 'month', 'information', 'timeline', 'etc']",10.0,8.0
1850,30479,"There may be a glitch. Says I have more unread mail on my home screen but then only lists ‘read’ mail. When searching for this missing unread mail on the search options, nothing shows up.",Q2,7/19/2018,Online mail,Once or twice per year,Very dissatisfied,,Yes,Female,British Columbia,High school graduate,18 to 34,English,Other,"$80,000 to under $100,000",No,No,No,Smartphone,4.0,0.34880000352859497,"find, tax, receive, return, mail, say, need, log, year, process","['glitch', 'says_unread', 'mail', 'home', 'screen', 'list', 'read', 'mail', 'search', 'miss', 'unread_mail', 'search', 'option', 'show']",8.0,3.0
1851,30503,"i saw 4 unread messages in my mail. but when i opened the mail, i coudnt find any",Q2,7/19/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,Ontario,University graduate,18 to 34,English,"Unemployed, but looking for work","$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.44679999351501465,"find, tax, receive, return, mail, say, need, log, year, process","['see', 'unread_messages', 'mail', 'open', 'mail', 'count', 'find']",0.0,10.0
1852,30526,COULD NOT FIND THE INFO I WANTED,Q2,7/19/2018,Other,Once or twice per year,Somewhat dissatisfied,,Yes,Male,British Columbia,College/vocational/technical school,65 or older,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,6.0,0.28130000829696655,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'information', 'want']",8.0,0.0
1853,30530,1/ I have several security Qs in the system.  I was iffy on today's Q so would have liked the option to answere another. 2/ allow PDF download from viewing mail text.,Q2,7/19/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,College/vocational/technical school,Prefer not to say,English,"Unemployed, but looking for work","$80,000 to under $100,000",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,7.0,0.42100000381469727,"pension_plan, today, have, end, etc, detail, slip, allow, value, prevent","['1/', 'security', 'system', 'iffy', 'today', 'like', 'option', 'answer', '2/', 'allow', 'pdf', 'download', 'view', 'mail', 'text']",10.0,0.0
1854,30536,Return delay,Q2,7/19/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,Ontario,College/vocational/technical school,50 to 54,English,Working full-time (35+ hours per week),Prefer not to say,No,Yes,No,Smartphone,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['return', 'delay']",3.0,0.0
1855,30565,Unable to locate direct deposit information that was recently updated,Q2,7/19/2018,Your personal information,Once per month or more,Somewhat dissatisfied,,No,Male,Alberta,University graduate,55 to 64,English,Retired,"Under $20,000",No,No,No,Desktop or laptop computer,4.0,0.3562000095844269,"find, tax, receive, return, mail, say, need, log, year, process","['unable', 'locate', 'direct_deposit', 'information', 'recently', 'update']",5.0,6.0
1856,30569,Didn't find what I am looking for,Q2,7/19/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Male,Alberta,Post-graduate degree,35 to 49,Other,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,Yes,Desktop or laptop computer,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'look']",0.0,1.0
1857,30580,Site is a Bit confusing to use.,Q2,7/19/2018,Benefits and tax credits information,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,College/vocational/technical school,18 to 34,English,Not in the workforce,Prefer not to say,No,No,No,Smartphone,2.0,0.4250999987125397,"want, site, help, letter, agent, line, difficult, response, make, direct","['site', 'bit', 'confusing', 'use']",5.0,0.0
1858,30623,Can't change my name on the Rep a Client!,Q2,7/19/2018,Your personal information,Once or twice per year,Somewhat dissatisfied,,Yes,Male,British Columbia,Post-graduate degree,18 to 34,English,Working full-time (35+ hours per week),Prefer not to say,No,No,Yes,Desktop or laptop computer,0.0,0.39820000529289246,"update, able, email, check, answer, ask, know, understand, message, like","['change', 'rep', 'client']",6.0,1.0
1859,30630,"I want to see if there has been any progress on assessing my tax return, as I need the refund as soon as possible. I also need to change the banking information, but can't do that online.",Q2,7/19/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,Yes,Male,I currently live outside of Canada,Post-graduate degree,65 or older,English,Retired,"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.3677999973297119,"find, tax, receive, return, mail, say, need, log, year, process","['want', 'progress', 'assess', 'tax', 'return', 'need', 'refund', 'soon', 'possible', 'need', 'change', 'banking', 'information', 'online']",8.0,10.0
1860,30661,mistake on reassessment dated 10 May 2018 was reported to CRA the same day.  It has still not be rectified.,Q2,7/19/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Yes,Male,Ontario,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.36079999804496765,"change, try, date, online, month, document, send, submit, credit, file","['mistake', 'reassessment', 'date', 'report', 'day', 'rectify']",5.0,1.0
1861,30663,It has not provided me with the info I needed.,Q2,7/19/2018,Accounts and payments,Once per month or more,Somewhat dissatisfied,,Yes,Male,Alberta,College/vocational/technical school,65 or older,English,Working full-time (35+ hours per week),"$120,000 and over",No,Yes,No,Desktop or laptop computer,6.0,0.28130000829696655,"information, payment, pay, look, wait, tell, get, balance, owe, show","['provide', 'information', 'need']",0.0,1.0
1862,30677,Not see a result shown up as it is supposed to be,Q2,7/19/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Alberta,University graduate,55 to 64,English,Working full-time (35+ hours per week),"$80,000 to under $100,000",No,No,Yes,Desktop or laptop computer,6.0,0.28130000829696655,"information, payment, pay, look, wait, tell, get, balance, owe, show","['result', 'show', 'suppose']",8.0,0.0
1863,30689,IT WAS RIDICULOUSLY DIFFICULT JUST TO FIND A WAY TO CONTACT YOU.  EVEN LOGGING IN WAS DIFFICULT.  I HAVE THE SAME PROBLEM WITH MY ACCOUNT AS LAST YEAR AND ONLY THIS DUMB BOX TO CONTACT YOU BY EMAIL,Q2,7/19/2018,Your personal information,Once or twice per year,Very dissatisfied,,Yes,Male,Ontario,University graduate,65 or older,English,Retired,"$40,000 to under $60,000",No,Yes,No,Desktop or laptop computer,4.0,0.2944999933242798,"find, tax, receive, return, mail, say, need, log, year, process","['ridiculously', 'difficult', 'find', 'way', 'contact', 'log', 'difficult', 'problem', 'account', 'year', 'dumb', 'box', 'contact', 'email']",8.0,0.0
1864,30737,This is the only website in the world that has hours of operation!  I can't log on at 6:56 am but I can log on at 7:00 am?!?!  IT's RIDICULOUS! The web isn't an office that closes.,Q2,7/20/2018,Online mail,Once every 2 to 3 months,Very dissatisfied,,No,Female,Nova Scotia,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,1.0,0.42329999804496765,"change, try, date, online, month, document, send, submit, credit, file","['website', 'world', 'hour', 'operation', 'log', '6:56', 'log', '7:00', 'ridiculous', 'web', 'office', 'close']",5.0,6.0
1865,30855,"A payment for PIT is sitting in ""installment"" account and I want to transfer it to balance owing. Should be able to do this online.",Q2,7/20/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,Yes,Female,British Columbia,Some university,50 to 54,English,Self-employed,"$120,000 and over",No,No,No,Desktop or laptop computer,0.0,0.2838999927043915,"update, able, email, check, answer, ask, know, understand, message, like","['payment', 'pit', 'sit', 'instalment', 'account', 'want', 'transfer', 'balance', 'owe', 'able', 'online']",5.0,0.0
1866,30876,"My Account is not comaptible with my primary Browser, Google Chrome. Had to sign in using Internet Explorer to see all options.",Q2,7/20/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,Ontario,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,5.0,0.6021999716758728,"account, access, instalment, error, statement, view, user, address, easy, phone","['account', 'compatible', 'primary', 'browser', 'google', 'chrome', 'sign', 'internet', 'explorer', 'option']",5.0,10.0
1867,30880,"The website provides plenty of information, but a call is still required for certain things (ie. asking to correct something on GST/HST credit).",Q2,7/20/2018,Benefits and tax credits information,Once per month or more,Somewhat satisfied,,Yes,Male,Quebec,Post-graduate degree,18 to 34,English,A student attending school full-time,"Under $20,000",No,No,No,Desktop or laptop computer,0.0,0.28839999437332153,"update, able, email, check, answer, ask, know, understand, message, like","['website', 'provide', 'plenty', 'information', 'require', 'certain', 'thing', 'ask', 'correct', 'gst_hst', 'credit']",10.0,6.0
1868,30902,Every search requires multiple additional stages very frustrating,Q2,7/20/2018,Other,Once or twice per year,Very dissatisfied,,No,Female,British Columbia,Post-graduate degree,55 to 64,English,"Unemployed, but looking for work","$100,000 to under $120,000",Yes,Yes,No,Desktop or laptop computer,4.0,0.44670000672340393,"find, tax, receive, return, mail, say, need, log, year, process","['search', 'require', 'multiple', 'additional', 'stage', 'frustrate']",6.0,5.0
1869,30931,There is no way to see if the document I submitted online was received.  Nowhere does it say how long it will take to treat my request.,Q2,7/20/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Female,Ontario,Post-graduate degree,55 to 64,French,Working full-time (35+ hours per week),"$120,000 and over",No,No,Yes,Desktop or laptop computer,1.0,0.6420000195503235,"change, try, date, online, month, document, send, submit, credit, file","['way', 'document', 'submit', 'online', 'receive', 'long', 'treat', 'request']",8.0,5.0
1870,30941,"I have received a notice of collection with an amount owing.   When I logged on, I can see that my 2017 tax return indicates that I have a refund but I can't reconcile the two amounts.",Q2,7/20/2018,Accounts and payments,Once or twice per year,Somewhat dissatisfied,,Yes,Male,Ontario,High school graduate,18 to 34,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,4.0,0.46320000290870667,"find, tax, receive, return, mail, say, need, log, year, process","['receive', 'notice', 'collection', 'owe', 'log', 'tax', 'return', 'indicate', 'refund', 'reconcile', 'amount']",8.0,5.0
1871,30964,"unable to look up my updated account balance and didn't give me any notice about my balance owing and hard to know which subject I must pay such as ""personal income tax/balance owing etc?""",Q2,7/20/2018,Accounts and payments,Once or twice per year,Very dissatisfied,,No,Prefer not to say,British Columbia,University graduate,Prefer not to say,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.38029998540878296,"information, payment, pay, look, wait, tell, get, balance, owe, show","['unable', 'look', 'update', 'account', 'balance', 'notice', 'balance', 'owe', 'hard', 'know', 'subject', 'pay', 'personal', 'income', 'tax', 'balance', 'owe', 'etc']",5.0,6.0
1872,30983,"There is no information as to when my return will be completed. I understand target dates are in CRAs system. Why can these not be provided online. Also, the definitions of processed is not available.",Q2,7/20/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,I currently live outside of Canada,Post-graduate degree,50 to 54,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Tablet,1.0,0.2806999981403351,"change, try, date, online, month, document, send, submit, credit, file","['information', 'return', 'complete', 'understand', 'target', 'date', 'car', 'system', 'provide', 'online', 'definition', 'process', 'available']",8.0,3.0
1873,30985,Information was organized and was hard to follow to understand,Q2,7/20/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,University graduate,35 to 49,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Smartphone,6.0,0.35440000891685486,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'organize', 'hard', 'follow', 'understand']",3.0,0.0
1874,31038,My login from the desktop seems to often default to a mobile presentation with limited ability to review my information.  I need to log out and  back in often to get the proper information.,Q2,7/21/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Alberta,University graduate,50 to 54,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,3.0,0.4325000047683716,"time, available, reassessment, login, never, option, service, take, long, taxis","['login', 'desktop', 'default', 'mobile', 'presentation', 'limit', 'ability', 'review', 'information', 'nee', 'log', 'proper', 'information']",5.0,3.0
1875,31071,Cant see the status of my tax return filed in  3 months ago in April,Q2,7/21/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,Ontario,Post-graduate degree,35 to 49,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,Yes,Desktop or laptop computer,4.0,0.5892999768257141,"find, tax, receive, return, mail, say, need, log, year, process","['status', 'tax', 'return', 'file', 'months_ago', 'april']",6.0,0.0
1876,31079,My tax return is currently STILL being processed and when I called no one had any answers as to why. Why is it taking SO LONG for my tax erturn this year.,Q2,7/21/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,College/vocational/technical school,50 to 54,English,"Unemployed, but looking for work","$20,000 to under $40,000",No,No,No,Desktop or laptop computer,4.0,0.6477000117301941,"find, tax, receive, return, mail, say, need, log, year, process","['tax', 'return', 'currently', 'process', 'call', 'answer', 'taking_long', 'tax', 'return', 'year']",0.0,3.0
1877,31094,My Tax return is still not finished,Q2,7/21/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,Ontario,University graduate,65 or older,Other,Self-employed,"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,4.0,0.5313000082969666,"find, tax, receive, return, mail, say, need, log, year, process","['tax', 'return', 'finish']",6.0,0.0
1878,31125,Couldnt find maternity leave payment information,Q2,7/21/2018,Benefits and tax credits information,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,Alberta,University graduate,18 to 34,English,Other,"$120,000 and over",No,No,No,Desktop or laptop computer,6.0,0.4293999969959259,"information, payment, pay, look, wait, tell, get, balance, owe, show","['find', 'maternity', 'leave', 'payment', 'information']",10.0,0.0
1879,31150,Because I was unable to upload the documents,Q2,7/21/2018,Submit documents,Once per month or more,Somewhat dissatisfied,,Yes,Female,I currently live outside of Canada,College/vocational/technical school,35 to 49,English,Working part-time (less than 35 hours per week),"Under $20,000",No,No,No,Desktop or laptop computer,4.0,0.375,"find, tax, receive, return, mail, say, need, log, year, process","['unable', 'upload_documents']",6.0,0.0
1880,31162,My oldest child came to live with me full time in January and I am still waiting for the benefits as he no longer lives part time in both homes and is relying on me for all his personal needs,Q2,7/21/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,High school graduate,35 to 49,English,Working part-time (less than 35 hours per week),"Under $20,000",No,No,No,Smartphone,2.0,0.23720000684261322,"want, site, help, letter, agent, line, difficult, response, make, direct","['old', 'child', 'come', 'live', 'time', 'january', 'wait', 'benefit', 'longer', 'live', 'time', 'home', 'rely', 'personal', 'need']",10.0,8.0
